Hydrologic Region,Utility,Stage Invoked,Date,Population,Mandatory Restrictions,Production,Production 2013,Conservation target,% Residential,GPCD,Days allowed per week,Complaints,Warnings,Penalties,Penalties Assessment Rate,Utility_name,Year,Month,Type,County,City
San Joaquin River,"Los Banos, City of",2,2016-10-15,37168,Yes,200410000.0,234625000.0,0.24,69.0,120.01557010539764,2.0,0,0,0,0,Los Banos City of,2016,Oct,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",2,2016-09-15,37168,Yes,230852000.0,285852000.0,0.24,69.0,142.8539603960396,2.0,0,0,0,0,Los Banos City of,2016,Sep,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2016-08-15,37168,Yes,260144000.0,324811000.0,0.24,64.0,144.49835446377736,2.0,0,0,0,0,Los Banos City of,2016,Aug,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2016-07-15,37168,Yes,271946000.0,337551000.0,0.24,58.0,136.89254023579076,2.0,0,0,0,0,Los Banos City of,2016,Jul,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2016-06-15,37168,Yes,237304000.0,321727000.0,0.24,58.0,123.43621753479695,2.0,0,0,0,0,Los Banos City of,2016,Jun,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",2,2016-05-15,37168,Yes,193619000.0,300515000.0,0.24,52.0,87.3816880285504,2.0,0,0,0,0,Los Banos City of,2016,May,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2016-04-15,37168,Yes,158425000.0,224680000.0,0.24,52.0,73.88165446979481,2.0,0,0,0,0,Los Banos City of,2016,Apr,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2016-03-15,37168,Yes,118438000.0,186188000.0,0.24,61.0,62.70324455306681,1.0,0,0,0,0,Los Banos City of,2016,Mar,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2016-02-15,37168,Yes,105002896.55172414,123565000.0,0.28,66.0,66.59137634153221,1.0,0,0,0,0,Los Banos City of,2016,Feb,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2016-01-15,37168,Yes,114130000.0,121426000.0,0.28,65.0,64.38464235624123,1.0,0,0,0,0,Los Banos City of,2016,Jan,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-12-15,37168,Yes,119980000.0,124110000.0,0.28,65.0,67.68482773943593,2.0,0,0,0,0,Los Banos City of,2015,Dec,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-11-15,37168,Yes,129662000.0,180075000.0,0.28,83.0,96.51623260152103,2.0,0,0,0,0,Los Banos City of,2015,Nov,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-10-15,37168,Yes,183481000.0,234625000.0,0.28,72.0,114.65492341660533,2.0,212,212,212,0,Los Banos City of,2015,Oct,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-09-15,37168,Yes,216686000.0,285980000.0,0.28,69.0,134.0878712871287,2.0,218,218,218,0,Los Banos City of,2015,Sep,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-08-15,37168,Yes,244793000.0,324811000.0,0.28,64.0,135.9715606904309,2.0,273,273,273,0,Los Banos City of,2015,Aug,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-07-15,37168,Yes,243944000.0,337551000.0,0.28,63.0,133.38279199588962,2.0,0,221,221,0,Los Banos City of,2015,Jul,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-06-15,37168,Yes,237081000.0,321727000.0,0.28,60.0,127.5726431338786,2.0,0,119,119,0,Los Banos City of,2015,Jun,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-05-15,37168,Yes,194652000.0,300515000.0,,63.0,106.43109577437407,2.0,0,0,0,0,Los Banos City of,2015,May,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-04-15,37168,Yes,187216000.0,224680000.0,,62.0,104.09843593054957,2.0,0,0,0,0,Los Banos City of,2015,Apr,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-03-15,37168,Yes,166417000.0,186188000.0,,48.0,69.32789912932387,2.0,0,0,0,0,Los Banos City of,2015,Mar,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-02-15,37168,Yes,117939000.0,123565000.0,,69.0,78.19505834512023,2.0,0,0,0,0,Los Banos City of,2015,Feb,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2015-01-15,37168,Yes,127196000.0,121426000.0,,63.0,69.54775526641023,2.0,0,0,0,0,Los Banos City of,2015,Jan,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2014-12-15,37168,Yes,127370000.0,124110000.0,,68.0,75.17010817491287,2.0,0,0,0,0,Los Banos City of,2014,Dec,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2014-11-15,37168,Yes,148411000.0,180075000.0,,89.0,118.45834230162147,2.0,0,0,0,0,Los Banos City of,2014,Nov,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2014-10-15,37168,Yes,227812000.0,234625000.0,,67.0,132.47090803049448,2.0,0,0,0,0,Los Banos City of,2014,Oct,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2014-09-15,37168,Yes,252715000.0,285980000.0,,70.0,158.64946549002727,2.0,0,0,0,0,Los Banos City of,2014,Sep,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2014-08-15,37168,Yes,291669000.0,324811000.0,,66.0,167.07186549650757,2.0,0,0,0,0,Los Banos City of,2014,Aug,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2014-07-15,37168,Yes,311181000.0,337551000.0,,63.0,170.14638849929875,2.0,0,0,0,0,Los Banos City of,2014,Jul,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",3,2014-06-15,37168,Yes,300808000.0,321727000.0,,63.0,169.95716745587603,2.0,0,0,0,0,Los Banos City of,2014,Jun,City,Merced,Los Banos
San Joaquin River,Turlock  City of,2,2017-01-15,72050,Yes,298100000.0,340360000.0,0.16,47.9,63.92957399655257,1.0,113,113,27,0,Turlock  City of,2017,Jan,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-12-15,72050,Yes,324490000.0,463590000.0,0.16,52.33,76.02499026213874,1.0,109,109,108,0,Turlock  City of,2016,Dec,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-11-15,72050,Yes,366630000.0,521890000.0,0.16,50.37,85.43674809160304,1.0,367,88,0,0,Turlock  City of,2016,Nov,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-10-15,72050,Yes,517640000.0,638180000.0,0.16,53.75,124.56918358666697,2.0,206,206,25,0,Turlock  City of,2016,Oct,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-09-15,72050,Yes,600720000.0,745220000.0,0.16,55.66,154.68922137404581,2.0,209,209,48,0,Turlock  City of,2016,Sep,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-08-15,72050,Yes,682180000.0,808810000.0,0.16,53.53,163.4935210763135,2.0,132,132,39,0,Turlock  City of,2016,Aug,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-07-15,72050,Yes,699140000.0,927170000.0,0.16,55.74,174.47589532358802,2.0,275,268,62,0,Turlock  City of,2016,Jul,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-06-15,72050,Yes,649730000.0,748130000.0,0.16,55.82,167.7905556326625,2.0,228,227,227,0,Turlock  City of,2016,Jun,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-05-15,72050,Yes,536780000.0,765650000.0,0.29,55.36,133.04443956929552,2.0,160,158,158,0,Turlock  City of,2016,May,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-04-15,71181,Yes,415878977.0,612450500.0,0.29,50.82,98.97289825065678,2.0,119,119,9,0,Turlock  City of,2016,Apr,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-03-15,71181,Yes,322540000.0,482380000.0,0.29,48.6,71.03854734704032,2.0,37,37,3,0,Turlock  City of,2016,Mar,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-02-15,71181,Yes,289597241.3793103,322460000.0,0.32,46.98,68.26299152863827,1.0,76,76,5,0,Turlock  City of,2016,Feb,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2016-01-15,71181,Yes,288710000.0,340360000.0,0.32,48.23,63.103479951835645,1.0,46,46,4,0,Turlock  City of,2016,Jan,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2015-12-15,71181,Yes,309397427.0,463590700.0,0.32,48.49,67.98969657646953,1.0,186,186,67,0,Turlock  City of,2015,Dec,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2015-11-15,71181,Yes,349320000.0,521890000.0,0.32,50.48,82.57668759921889,1.0,219,218,9,0,Turlock  City of,2015,Nov,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2015-10-15,71181,Yes,510310000.0,638180000.0,0.32,52.18,120.67362938007652,2.0,474,463,147,0,Turlock  City of,2015,Oct,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2015-09-15,71181,Yes,549400000.0,745220000.0,0.32,55.51,142.81523627559787,2.0,677,659,88,0,Turlock  City of,2015,Sep,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2015-08-15,71181,Yes,596210000.0,808810000.0,0.32,60.93,164.62836131968888,2.0,696,682,121,0,Turlock  City of,2015,Aug,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2015-07-15,71181,Yes,602900000.0,927200000.0,0.32,56.72,154.97288828887375,2.0,722,703,39,0,Turlock  City of,2015,Jul,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,2,2015-06-15,71181,Yes,604277400.0,748134500.0,0.32,53.99,152.7792380270016,2.0,392,352,5,0,Turlock  City of,2015,Jun,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,3,2015-05-15,71181,Yes,476280000.0,765650000.0,,62.11,134.05965437496687,2.0,196,195,4,0,Turlock  City of,2015,May,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,3,2015-04-15,71181,Yes,497770000.0,612450000.0,,53.91,125.66452986049647,2.0,121,111,1,0,Turlock  City of,2015,Apr,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,3,2015-03-15,71181,Yes,473000000.0,482400000.0,,50.87,109.0428263069476,2.0,88,88,0,0,Turlock  City of,2015,Mar,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,1,2015-02-15,71181,Yes,294800000.0,378400000.0,,52.51,77.66894054793916,,0,0,0,0,Turlock  City of,2015,Feb,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,1,2015-01-15,71181,Yes,298300000.0,340400000.0,,55.65,75.23027393591349,,0,0,0,0,Turlock  City of,2015,Jan,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,1,2014-12-15,71181,Yes,301000000.0,463600000.0,,52.9,72.15997744958219,,0,0,0,0,Turlock  City of,2014,Dec,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,1,2014-11-15,71181,Yes,413000000.0,521900000.0,,51.33,99.27410404461865,,0,0,0,0,Turlock  City of,2014,Nov,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,stage 1,2014-10-15,70132,Yes,601600000.0,638200000.0,,54.83,151.72185905656247,,0,0,0,0,Turlock  City of,2014,Oct,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,Stage 1,2014-09-15,71181,Yes,708400000.0,745200000.0,,52.48,174.0952969659506,,0,0,0,0,Turlock  City of,2014,Sep,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,1,2014-08-15,71181,Yes,704959441.0,808805100.0,,59.7,190.72722209623717,,0,0,0,0,Turlock  City of,2014,Aug,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,1,2014-07-15,71181,Yes,796000000.0,927000000.0,,60.0,216.44050537226542,,0,0,0,0,Turlock  City of,2014,Jul,City,Stanislaus,Turlock
San Joaquin River,Turlock  City of,1,2014-06-15,71181,Yes,791000000.0,748000000.0,,64.0,237.0670075816112,,0,0,0,0,Turlock  City of,2014,Jun,City,Stanislaus,Turlock
South Coast,Jurupa Community Service District,Level 2,2017-01-15,118731,Yes,322598126.352832,445227423.13287705,0.0,80.0,70.11743300517641,4.0,30,6,0,0,Jurupa Community ScD,2017,Jan,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2016-12-15,118731,Yes,431179316.41205305,549670951.772052,0.0,76.0,89.03191042944741,4.0,56,9,0,0,Jurupa Community ScD,2016,Dec,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2016-11-15,118731,Yes,555576683.0350001,602747261.4589471,0.0,74.0,115.42246631626676,4.0,102,10,0,0,Jurupa Community ScD,2016,Nov,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2016-10-15,118731,Yes,636649169.775454,757937262.0819671,0.0,75.0,129.7285670512961,4.0,124,3,0,0,Jurupa Community ScD,2016,Oct,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2016-09-15,118731,Yes,785273915.8472781,895701054.2404541,0.0,74.0,163.14264955431068,4.0,83,8,0,0,Jurupa Community ScD,2016,Sep,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2016-08-15,118731,Yes,870507199.4590951,979544255.6646891,0.0,75.0,177.38129091332274,4.0,62,27,0,0,Jurupa Community ScD,2016,Aug,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2016-07-15,118731,Yes,879374594.342046,999322133.877881,0.0,76.0,181.5773557249513,3.0,60,29,0,0,Jurupa Community ScD,2016,Jul,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2016-06-15,118731,Yes,712674543.763105,930061109.663323,0.0,76.0,152.06156585333227,3.0,73,19,0,0,Jurupa Community ScD,2016,Jun,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2016-05-15,118731,Yes,653369909.900532,896655147.2187101,0.23,76.0,134.91085745859354,3.0,159,52,0,0,Jurupa Community ScD,2016,May,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2016-04-15,118731,Yes,575935228.491106,693432691.147328,0.23,76.0,122.88584381311271,3.0,179,77,0,0,Jurupa Community ScD,2016,Apr,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2016-03-15,118731,Yes,472142751.00307703,599884982.5241791,0.23,78.0,100.05576329425614,3.0,89,38,0,0,Jurupa Community ScD,2016,Mar,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2016-02-15,118731,Yes,445881744.0345492,397567415.865576,0.28,79.0,105.95577331088579,3.0,93,61,0,0,Jurupa Community ScD,2016,Feb,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2016-01-15,118731,Yes,387525652.439717,439521438.79468,0.28,78.0,82.12383832767517,3.0,78,30,0,0,Jurupa Community ScD,2016,Jan,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2015-12-15,118731,Yes,451464219.445657,543768153.171947,0.28,75.0,91.99384691614978,3.0,106,92,0,0,Jurupa Community ScD,2015,Dec,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2015-11-15,118731,Yes,553286925.057471,602747261.4589471,0.28,74.0,114.9467632835369,3.0,115,104,0,0,Jurupa Community ScD,2015,Nov,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2015-10-15,118731,Yes,606703423.6341541,757936610.379113,0.28,75.0,123.62658982329955,3.0,227,95,0,0,Jurupa Community ScD,2015,Oct,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2015-09-15,118731,Yes,618848232.1698711,895701054.2404541,0.28,74.0,128.56729127346821,3.0,211,201,0,0,Jurupa Community ScD,2015,Sep,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2015-08-15,118731,Yes,767280400.048338,979544255.6646891,0.28,72.0,150.09311860962023,3.0,161,178,0,0,Jurupa Community ScD,2015,Aug,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2015-07-15,118731,Yes,683411782.212797,999322459.7293081,0.28,68.0,126.25993317632404,3.0,169,193,0,0,Jurupa Community ScD,2015,Jul,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2015-06-15,118731,Yes,714631281.58224,930061109.663323,0.28,63.0,126.3971238617298,3.0,0,0,0,0,Jurupa Community ScD,2015,Jun,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 3,2015-05-15,118731,Yes,571468131.278363,896655147.2187101,,69.0,107.13103178534247,3.0,0,0,0,0,Jurupa Community ScD,2015,May,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2015-04-15,118731,Yes,632048799.3290681,693432691.147328,,56.0,99.36953494995076,4.0,0,0,0,0,Jurupa Community ScD,2015,Apr,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2015-03-15,118731,Yes,573044926.333616,599884982.5241791,,58.0,90.30064362719014,4.0,40,6,0,0,Jurupa Community ScD,2015,Mar,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2015-02-15,118731,Yes,428746509.658071,397567415.865576,,69.0,88.9871978506242,,0,0,0,0,Jurupa Community ScD,2015,Feb,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2015-01-15,118731,Yes,423498998.27766305,439521438.79468,,69.0,79.3918018561306,,0,0,0,0,Jurupa Community ScD,2015,Jan,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2014-12-15,118731,Yes,330077068.305336,543768153.171947,,69.0,61.87833574748716,4.0,0,0,0,0,Jurupa Community ScD,2014,Dec,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2014-11-15,118731,Yes,565565984.381112,602747261.4589471,,67.0,106.38311520309077,,0,0,0,0,Jurupa Community ScD,2014,Nov,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2014-10-15,118731,Yes,730001041.690976,757937262.0819671,,58.0,115.03384967557894,4.0,0,0,0,0,Jurupa Community ScD,2014,Oct,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2014-09-15,118731,Yes,816701634.2785741,895701054.2404541,,65.0,149.0360737805272,4.0,0,0,0,0,Jurupa Community ScD,2014,Sep,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2014-08-15,118731,Yes,889444706.842054,979544255.6646891,,66.0,159.4913268338909,4.0,0,0,0,0,Jurupa Community ScD,2014,Aug,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2014-07-15,118731,Yes,983842235.986819,999322459.7293081,,59.0,157.70724857090158,4.0,0,0,0,0,Jurupa Community ScD,2014,Jul,Community,Riverside,Jurupa
South Coast,Jurupa Community Service District,Level 2,2014-06-15,118731,Yes,939820685.7534,930061109.663323,,63.0,166.22646487287565,4.0,0,0,0,0,Jurupa Community ScD,2014,Jun,Community,Riverside,Jurupa
San Francisco Bay,Coastside County Water District,2,2017-01-15,16740,Yes,35550000.0,40510000.0,0.0,55.0,37.67776621574748,7.0,0,0,0,0,Coastside County WD,2017,Jan,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2016-12-15,16704,Yes,43780000.0,55880000.0,0.0,71.0,60.02773142998393,7.0,0,0,0,0,Coastside County WD,2016,Dec,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2016-11-15,16704,Yes,38970000.0,57990000.0,0.0,47.0,36.54992816091954,7.0,0,0,0,0,Coastside County WD,2016,Nov,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2016-10-15,16704,Yes,59290000.0,68720000.0,0.0,63.0,72.13396829810901,7.0,0,0,0,0,Coastside County WD,2016,Oct,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2016-09-15,16704,Yes,57670000.0,66040000.00000001,0.0,39.0,44.88206417624521,7.0,0,0,0,0,Coastside County WD,2016,Sep,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2016-08-15,16704,Yes,68970000.0,84560000.0,0.0,61.0,81.24710326288469,7.0,1,0,0,0,Coastside County WD,2016,Aug,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2016-07-15,16704,No,61240000.0,75610000.0,0.0,36.0,42.57508342602892,7.0,0,0,0,0,Coastside County WD,2016,Jul,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2016-06-15,16704,Yes,67230000.0,69550000.0,0.0,61.0,81.83728448275862,2.0,0,0,0,0,Coastside County WD,2016,Jun,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2016-05-15,16704,Yes,64530000.0,83280000.0,0.08,31.0,38.63146551724138,2.0,0,0,0,0,Coastside County WD,2016,May,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2016-04-15,16704,Yes,43580000.0,62550000.0,0.08,59.0,51.30946679438059,2.0,0,0,0,0,Coastside County WD,2016,Apr,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2016-03-15,16704,Yes,39200000.0,48380000.0,0.08,42.0,31.794586577678903,2.0,0,0,0,0,Coastside County WD,2016,Mar,County,Coastside,
San Francisco Bay,Coastside County Water District,2,2016-02-15,16704,Yes,38379310.344827585,45630000.0,0.08,73.0,59.9020263575109,2.0,0,0,0,0,Coastside County WD,2016,Feb,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2016-01-15,16668,Yes,37940000.0,40510000.0,0.08,48.0,35.24466429782392,2.0,0,0,0,0,Coastside County WD,2016,Jan,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2015-12-15,16668,Yes,38180000.0,55880000.0,0.08,75.0,55.41814719338582,2.0,15,0,0,0,Coastside County WD,2015,Dec,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2015-11-15,16668,Yes,41240000.0,57990000.0,0.08,47.0,38.76249900007999,2.0,0,0,0,0,Coastside County WD,2015,Nov,County,Coastside,
San Francisco Bay,Coastside County Water District,Stage 2,2015-10-15,16668,Yes,56600000.0,68720000.0,0.08,68.0,74.48694427026483,2.0,5,0,0,0,Coastside County WD,2015,Oct,County,Coastside,
